Feature 1 name;Feature 1 value;Feature 2 name;Feature 2 value;Target name;Target value
Exercise Intensity;6.0;Exercise Duration;50;Exercise Burned Calories;270.0
Exercise Intensity;5.0;Exercise Duration;60;Exercise Burned Calories;250.0
Exercise Intensity;5.0;Exercise Duration;60;Exercise Burned Calories;250.0
Exercise Intensity;4.0;Exercise Duration;70;Exercise Burned Calories;230.0
Exercise Intensity;4.0;Exercise Duration;70;Exercise Burned Calories;230.0
Exercise Intensity;3.0;Exercise Duration;80;Exercise Burned Calories;210.0
Exercise Intensity;3.0;Exercise Duration;80;Exercise Burned Calories;210.0
Exercise Intensity;2.0;Exercise Duration;90;Exercise Burned Calories;190.0
Exercise Intensity;10.0;Exercise Duration;10;Exercise Burned Calories;360.0
Exercise Intensity;9.0;Exercise Duration;20;Exercise Burned Calories;340.0
Exercise Intensity;11.0;Exercise Duration;5;Exercise Burned Calories;380.0
Exercise Intensity;10.0;Exercise Duration;10;Exercise Burned Calories;360.0
Exercise Intensity;12.0;Exercise Duration;0;Exercise Burned Calories;400.0
Exercise Intensity;11.0;Exercise Duration;5;Exercise Burned Calories;380.0
Coffee Bean Quality;9.0;Coffee Preparation Time;3;Coffee Taste Score;8.5
Coffee Bean Quality;7.0;Coffee Preparation Time;5;Coffee Taste Score;8.0
Coffee Bean Quality;8.0;Coffee Preparation Time;4;Coffee Taste Score;8.3
Coffee Bean Quality;6.0;Coffee Preparation Time;6;Coffee Taste Score;8.0
Coffee Bean Quality;7.0;Coffee Preparation Time;5;Coffee Taste Score;8.0
Coffee Bean Quality;5.0;Coffee Preparation Time;7;Coffee Taste Score;7.8
Coffee Bean Quality;10.0;Coffee Preparation Time;2;Coffee Taste Score;8.7
Coffee Bean Quality;8.0;Coffee Preparation Time;4;Coffee Taste Score;8.3
Coffee Bean Quality;6.0;Coffee Preparation Time;6;Coffee Taste Score;7.8
Coffee Bean Quality;4.0;Coffee Preparation Time;8;Coffee Taste Score;7.5
Coffee Bean Quality;5.0;Coffee Preparation Time;7;Coffee Taste Score;7.5
Coffee Bean Quality;3.0;Coffee Preparation Time;9;Coffee Taste Score;7.2
Coffee Bean Quality;4.0;Coffee Preparation Time;8;Coffee Taste Score;7.2
Coffee Bean Quality;2.0;Coffee Preparation Time;10;Coffee Taste Score;7.0
Coffee Bean Quality;11.0;Coffee Preparation Time;1;Coffee Taste Score;9.0
Coffee Bean Quality;10.0;Coffee Preparation Time;2;Coffee Taste Score;8.7
Coffee Bean Quality;12.0;Coffee Preparation Time;0;Coffee Taste Score;9.2
Coffee Bean Quality;11.0;Coffee Preparation Time;1;Coffee Taste Score;9.0
Coffee Bean Quality;13.0;Coffee Preparation Time;0;Coffee Taste Score;9.4
Coffee Bean Quality;12.0;Coffee Preparation Time;0;Coffee Taste Score;9.2
Engine Size;2.0;Horsepower;250;Fuel Efficiency;22.0
Engine Size;2.5;Horsepower;300;Fuel Efficiency;18.0
Engine Size;1.6;Horsepower;180;Fuel Efficiency;30.0
Engine Size;2.0;Horsepower;220;Fuel Efficiency;25.0
Engine Size;3.0;Horsepower;350;Fuel Efficiency;15.0
Engine Size;2.4;Horsepower;300;Fuel Efficiency;17.0
Engine Size;1.4;Horsepower;150;Fuel Efficiency;35.0
Engine Size;1.8;Horsepower;170;Fuel Efficiency;30.0
Engine Size;2.2;Horsepower;260;Fuel Efficiency;20.0
Engine Size;2.8;Horsepower;310;Fuel Efficiency;16.0
Engine Size;1.8;Horsepower;200;Fuel Efficiency;28.0
Engine Size;2.2;Horsepower;240;Fuel Efficiency;24.0
Engine Size;2.0;Horsepower;220;Fuel Efficiency;23.0
Engine Size;2.4;Horsepower;260;Fuel Efficiency;20.0
Engine Size;1.5;Horsepower;160;Fuel Efficiency;36.0
Engine Size;1.7;Horsepower;170;Fuel Efficiency;34.0
Engine Size;2.4;Horsepower;280;Fuel Efficiency;19.0
Engine Size;2.6;Horsepower;300;Fuel Efficiency;17.0
Engine Size;1.6;Horsepower;190;Fuel Efficiency;32.0
Engine Size;1.8;Horsepower;210;Fuel Efficiency;29.0
Study Time;5.0;Coffee Consumption;3;Exam Score;80.0
Study Time;4.0;Coffee Consumption;5;Exam Score;75.0
Study Time;6.0;Coffee Consumption;2;Exam Score;85.0
Study Time;5.0;Coffee Consumption;4;Exam Score;82.0
Study Time;3.0;Coffee Consumption;4;Exam Score;70.0
Study Time;4.0;Coffee Consumption;6;Exam Score;65.0
Study Time;7.0;Coffee Consumption;1;Exam Score;90.0
Study Time;6.0;Coffee Consumption;3;Exam Score;88.0
Study Time;4.0;Coffee Consumption;5;Exam Score;78.0
Study Time;5.0;Coffee Consumption;7;Exam Score;72.0
Study Time;8.0;Coffee Consumption;2;Exam Score;95.0
Study Time;7.0;Coffee Consumption;4;Exam Score;92.0
Study Time;5.0;Coffee Consumption;3;Exam Score;83.0
Study Time;6.0;Coffee Consumption;5;Exam Score;79.0
Study Time;6.0;Coffee Consumption;4;Exam Score;86.0
Study Time;5.0;Coffee Consumption;6;Exam Score;80.0
Study Time;4.0;Coffee Consumption;2;Exam Score;75.0
Study Time;3.0;Coffee Consumption;4;Exam Score;70.0
Study Time;7.0;Coffee Consumption;3;Exam Score;90.0
Study Time;6.0;Coffee Consumption;5;Exam Score;85.0
House Size;2000.0;Bedrooms;3;Price;350000.0
House Size;1800.0;Bedrooms;4;Price;330000.0
House Size;2200.0;Bedrooms;2;Price;400000.0
House Size;2000.0;Bedrooms;3;Price;380000.0
House Size;1800.0;Bedrooms;4;Price;320000.0
House Size;1600.0;Bedrooms;5;Price;300000.0
House Size;2400.0;Bedrooms;3;Price;450000.0
House Size;2200.0;Bedrooms;4;Price;430000.0
House Size;2100.0;Bedrooms;2;Price;420000.0
House Size;1900.0;Bedrooms;3;Price;400000.0
House Size;1900.0;Bedrooms;5;Price;340000.0
House Size;1700.0;Bedrooms;6;Price;320000.0
House Size;2300.0;Bedrooms;2;Price;440000.0
House Size;2100.0;Bedrooms;3;Price;420000.0
House Size;2000.0;Bedrooms;4;Price;360000.0
House Size;1800.0;Bedrooms;5;Price;340000.0
House Size;2200.0;Bedrooms;3;Price;410000.0
House Size;2000.0;Bedrooms;4;Price;390000.0
House Size;2100.0;Bedrooms;5;Price;370000.0
House Size;1900.0;Bedrooms;6;Price;350000.0
Age;30.0;Exercise Frequency;5;Health Index;90.0
Age;40.0;Exercise Frequency;3;Health Index;85.0
Age;50.0;Exercise Frequency;2;Health Index;70.0
Age;60.0;Exercise Frequency;1;Health Index;65.0
Age;25.0;Exercise Frequency;4;Health Index;88.0
Age;35.0;Exercise Frequency;3;Health Index;83.0
Age;45.0;Exercise Frequency;3;Health Index;80.0
Age;55.0;Exercise Frequency;2;Health Index;75.0
Age;60.0;Exercise Frequency;1;Health Index;68.0
Age;70.0;Exercise Frequency;0;Health Index;63.0
Age;35.0;Exercise Frequency;4;Health Index;85.0
Age;45.0;Exercise Frequency;3;Health Index;80.0
Age;40.0;Exercise Frequency;2;Health Index;78.0
Age;50.0;Exercise Frequency;1;Health Index;73.0
Age;28.0;Exercise Frequency;5;Health Index;92.0
Age;38.0;Exercise Frequency;4;Health Index;88.0
Age;55.0;Exercise Frequency;2;Health Index;76.0
Age;65.0;Exercise Frequency;1;Health Index;71.0
Age;30.0;Exercise Frequency;3;Health Index;84.0
Age;40.0;Exercise Frequency;2;Health Index;80.0
Distance;100.0;Speed;60;Travel Time;1.67
Distance;120.0;Speed;50;Travel Time;2.4
Distance;80.0;Speed;40;Travel Time;2.0
Distance;100.0;Speed;30;Travel Time;3.33
Distance;60.0;Speed;30;Travel Time;2.0
Distance;80.0;Speed;20;Travel Time;4.0
Distance;150.0;Speed;75;Travel Time;2.0
Distance;180.0;Speed;60;Travel Time;3.0
Distance;90.0;Speed;45;Travel Time;2.0
Distance;110.0;Speed;35;Travel Time;3.14
Distance;70.0;Speed;35;Travel Time;2.0
Distance;90.0;Speed;25;Travel Time;3.6
Distance;120.0;Speed;60;Travel Time;2.0
Distance;140.0;Speed;50;Travel Time;2.8
Distance;50.0;Speed;25;Travel Time;2.0
Distance;70.0;Speed;20;Travel Time;3.5
Distance;110.0;Speed;55;Travel Time;2.0
Distance;130.0;Speed;45;Travel Time;2.89
Distance;100.0;Speed;50;Travel Time;2.0
Distance;120.0;Speed;40;Travel Time;3.0
Weight;70.0;Protein Intake;20;Muscle Gain;2.0
Weight;80.0;Protein Intake;15;Muscle Gain;1.5
Weight;65.0;Protein Intake;25;Muscle Gain;2.5
Weight;75.0;Protein Intake;20;Muscle Gain;2.0
Weight;80.0;Protein Intake;10;Muscle Gain;1.0
Weight;90.0;Protein Intake;15;Muscle Gain;1.5
Weight;75.0;Protein Intake;30;Muscle Gain;3.0
Weight;85.0;Protein Intake;25;Muscle Gain;2.5
Weight;60.0;Protein Intake;22;Muscle Gain;2.2
Weight;70.0;Protein Intake;17;Muscle Gain;1.7
Weight;85.0;Protein Intake;12;Muscle Gain;1.2
Weight;95.0;Protein Intake;17;Muscle Gain;1.7
Weight;70.0;Protein Intake;28;Muscle Gain;2.8
Weight;80.0;Protein Intake;23;Muscle Gain;2.3
Weight;65.0;Protein Intake;24;Muscle Gain;2.4
Weight;75.0;Protein Intake;19;Muscle Gain;1.9
Weight;80.0;Protein Intake;18;Muscle Gain;1.8
Weight;90.0;Protein Intake;23;Muscle Gain;2.3
Weight;75.0;Protein Intake;26;Muscle Gain;2.6
Weight;85.0;Protein Intake;21;Muscle Gain;2.1
Age;30.0;Exercise Hours;3;Heart Health;90.0
Age;40.0;Exercise Hours;2;Heart Health;85.0
Age;50.0;Exercise Hours;1;Heart Health;70.0
Age;60.0;Exercise Hours;0;Heart Health;65.0
Age;25.0;Exercise Hours;4;Heart Health;88.0
Age;35.0;Exercise Hours;3;Heart Health;83.0
Age;45.0;Exercise Hours;2;Heart Health;80.0
Age;55.0;Exercise Hours;1;Heart Health;75.0
Age;60.0;Exercise Hours;0;Heart Health;68.0
Age;70.0;Exercise Hours;0;Heart Health;63.0
Age;35.0;Exercise Hours;3;Heart Health;85.0
Age;45.0;Exercise Hours;2;Heart Health;80.0
Age;40.0;Exercise Hours;1;Heart Health;78.0
Age;50.0;Exercise Hours;0;Heart Health;73.0
Age;28.0;Exercise Hours;5;Heart Health;92.0
Age;38.0;Exercise Hours;4;Heart Health;88.0
Age;55.0;Exercise Hours;1;Heart Health;76.0
Age;65.0;Exercise Hours;0;Heart Health;71.0
Age;30.0;Exercise Hours;2;Heart Health;84.0
Age;40.0;Exercise Hours;1;Heart Health;80.0
Height;180.0;Weight;70;BMI;21.6
Height;170.0;Weight;75;BMI;25.95
Height;175.0;Weight;65;BMI;21.2
Height;165.0;Weight;70;BMI;25.7
Height;160.0;Weight;60;BMI;23.4
Height;150.0;Weight;65;BMI;28.9
Height;190.0;Weight;80;BMI;22.2
Height;180.0;Weight;85;BMI;26.2
Height;165.0;Weight;68;BMI;24.9
Height;155.0;Weight;73;BMI;30.0
Height;170.0;Weight;72;BMI;24.9
Height;160.0;Weight;77;BMI;30.1
Height;185.0;Weight;85;BMI;25.2
Height;175.0;Weight;90;BMI;29.4
Height;155.0;Weight;55;BMI;22.9
Height;145.0;Weight;60;BMI;28.7
Height;175.0;Weight;75;BMI;24.9
Height;165.0;Weight;80;BMI;29.6
Height;160.0;Weight;68;BMI;27.3
Height;150.0;Weight;73;BMI;32.4
Cooking Time;30.0;Spice Level;5;Flavor;7.5
Cooking Time;40.0;Spice Level;3;Flavor;6.0
Cooking Time;25.0;Spice Level;6;Flavor;7.0
Cooking Time;35.0;Spice Level;4;Flavor;6.5
Cooking Time;40.0;Spice Level;2;Flavor;5.0
Cooking Time;50.0;Spice Level;1;Flavor;4.5
Cooking Time;35.0;Spice Level;4;Flavor;6.5
Cooking Time;45.0;Spice Level;2;Flavor;5.5
Cooking Time;20.0;Spice Level;7;Flavor;6.0
Cooking Time;30.0;Spice Level;5;Flavor;5.5
Cooking Time;28.0;Spice Level;3;Flavor;5.5
Cooking Time;38.0;Spice Level;1;Flavor;4.5
Cooking Time;32.0;Spice Level;6;Flavor;7.0
Cooking Time;42.0;Spice Level;4;Flavor;6.5
Cooking Time;27.0;Spice Level;2;Flavor;5.0
Cooking Time;37.0;Spice Level;1;Flavor;4.5
Cooking Time;34.0;Spice Level;5;Flavor;6.5
Cooking Time;44.0;Spice Level;3;Flavor;6.0
Cooking Time;29.0;Spice Level;4;Flavor;6.0
Cooking Time;39.0;Spice Level;2;Flavor;5.5
Coffee Amount;3.0;Sugar Amount;1;Coffee Rating;7.0
Coffee Amount;4.0;Sugar Amount;2;Coffee Rating;6.5
Coffee Amount;2.0;Sugar Amount;2;Coffee Rating;6.5
Coffee Amount;3.0;Sugar Amount;3;Coffee Rating;6.0
Coffee Amount;4.0;Sugar Amount;0;Coffee Rating;5.0
Coffee Amount;5.0;Sugar Amount;1;Coffee Rating;4.5
Coffee Amount;3.0;Sugar Amount;3;Coffee Rating;6.0
Coffee Amount;4.0;Sugar Amount;4;Coffee Rating;5.5
Coffee Amount;2.0;Sugar Amount;1;Coffee Rating;5.5
Coffee Amount;3.0;Sugar Amount;2;Coffee Rating;5.0
Coffee Amount;3.0;Sugar Amount;2;Coffee Rating;6.0
Coffee Amount;4.0;Sugar Amount;3;Coffee Rating;5.5
Coffee Amount;4.0;Sugar Amount;1;Coffee Rating;5.5
Coffee Amount;5.0;Sugar Amount;2;Coffee Rating;5.0
Coffee Amount;2.0;Sugar Amount;3;Coffee Rating;6.0
Coffee Amount;3.0;Sugar Amount;4;Coffee Rating;5.5
Coffee Amount;3.0;Sugar Amount;0;Coffee Rating;5.0
Coffee Amount;4.0;Sugar Amount;1;Coffee Rating;4.5
Coffee Amount;4.0;Sugar Amount;2;Coffee Rating;6.5
Coffee Amount;5.0;Sugar Amount;3;Coffee Rating;6.0
Speed;60.0;Mileage;30.0;Fuel Economy;30.0
Speed;50.0;Mileage;40.0;Fuel Economy;35.0
Speed;70.0;Mileage;25.0;Fuel Economy;25.0
Speed;60.0;Mileage;35.0;Fuel Economy;32.0
Speed;55.0;Mileage;35.0;Fuel Economy;33.0
Speed;65.0;Mileage;30.0;Fuel Economy;28.0
Speed;65.0;Mileage;20.0;Fuel Economy;20.0
Speed;75.0;Mileage;25.0;Fuel Economy;23.0
Speed;50.0;Mileage;40.0;Fuel Economy;38.0
Speed;40.0;Mileage;50.0;Fuel Economy;42.0
Speed;75.0;Mileage;15.0;Fuel Economy;15.0
Speed;80.0;Mileage;20.0;Fuel Economy;18.0
Speed;62.0;Mileage;32.0;Fuel Economy;30.0
Speed;58.0;Mileage;38.0;Fuel Economy;34.0
Speed;58.0;Mileage;34.0;Fuel Economy;32.0
Speed;62.0;Mileage;30.0;Fuel Economy;29.0
Speed;54.0;Mileage;36.0;Fuel Economy;34.0
Speed;50.0;Mileage;40.0;Fuel Economy;36.0
Speed;56.0;Mileage;33.0;Fuel Economy;31.0
Speed;60.0;Mileage;28.0;Fuel Economy;27.0
Cooking Time;30.0;Ingredients;5.0;Freshness;7.0
Cooking Time;40.0;Ingredients;6.0;Freshness;6.0
Cooking Time;25.0;Ingredients;4.0;Freshness;8.0
Cooking Time;35.0;Ingredients;5.0;Freshness;7.0
Cooking Time;45.0;Ingredients;3.0;Freshness;5.0
Cooking Time;30.0;Ingredients;4.0;Freshness;6.0
Cooking Time;50.0;Ingredients;2.0;Freshness;4.0
Cooking Time;40.0;Ingredients;3.0;Freshness;5.0
Cooking Time;20.0;Ingredients;6.0;Freshness;9.0
Cooking Time;25.0;Ingredients;7.0;Freshness;8.0
Cooking Time;35.0;Ingredients;5.0;Freshness;7.0
Cooking Time;25.0;Ingredients;6.0;Freshness;8.0
Cooking Time;28.0;Ingredients;4.0;Freshness;8.0
Cooking Time;32.0;Ingredients;3.0;Freshness;7.0
Cooking Time;30.0;Ingredients;6.0;Freshness;7.0
Cooking Time;25.0;Ingredients;5.0;Freshness;8.0
Cooking Time;40.0;Ingredients;4.0;Freshness;6.0
Cooking Time;35.0;Ingredients;5.0;Freshness;7.0
Cooking Time;25.0;Ingredients;7.0;Freshness;8.0
Cooking Time;30.0;Ingredients;6.0;Freshness;7.0
Height;6.0;Weight;150.0;Jump Height;30.0
Height;5.5;Weight;160.0;Jump Height;28.0
Height;5.8;Weight;140.0;Jump Height;32.0
Height;6.2;Weight;150.0;Jump Height;31.0
Height;6.2;Weight;160.0;Jump Height;29.0
Height;5.9;Weight;170.0;Jump Height;27.0
Height;5.5;Weight;130.0;Jump Height;33.0
Height;5.7;Weight;140.0;Jump Height;32.0
Height;6.1;Weight;155.0;Jump Height;30.0
Height;5.8;Weight;165.0;Jump Height;28.0
Height;5.9;Weight;145.0;Jump Height;31.0
Height;6.0;Weight;155.0;Jump Height;30.0
Height;6.3;Weight;170.0;Jump Height;27.0
Height;6.0;Weight;180.0;Jump Height;26.0
Height;5.7;Weight;135.0;Jump Height;32.0
Height;5.6;Weight;145.0;Jump Height;33.0
Height;5.8;Weight;140.0;Jump Height;31.0
Height;6.1;Weight;150.0;Jump Height;30.0
Height;6.0;Weight;160.0;Jump Height;29.0
Height;5.7;Weight;170.0;Jump Height;28.0
Study Time;4.0;Distractions;2.0;Exam Score;80.0
Study Time;3.0;Distractions;3.0;Exam Score;75.0
Study Time;5.0;Distractions;1.0;Exam Score;85.0
Study Time;4.0;Distractions;2.0;Exam Score;82.0
Study Time;3.0;Distractions;3.0;Exam Score;78.0
Study Time;2.0;Distractions;4.0;Exam Score;72.0
Study Time;6.0;Distractions;1.0;Exam Score;90.0
Study Time;5.0;Distractions;2.0;Exam Score;87.0
Study Time;4.0;Distractions;2.0;Exam Score;82.0
Study Time;3.0;Distractions;3.0;Exam Score;77.0
Study Time;5.0;Distractions;3.0;Exam Score;76.0
Study Time;4.0;Distractions;4.0;Exam Score;73.0
Study Time;2.0;Distractions;4.0;Exam Score;70.0
Study Time;3.0;Distractions;5.0;Exam Score;65.0
Study Time;4.0;Distractions;1.0;Exam Score;86.0
Study Time;3.0;Distractions;2.0;Exam Score;83.0
Study Time;3.0;Distractions;2.0;Exam Score;81.0
Study Time;2.0;Distractions;3.0;Exam Score;76.0
Study Time;5.0;Distractions;2.0;Exam Score;84.0
Study Time;4.0;Distractions;3.0;Exam Score;80.0
Experience;5.0;Team Size;4.0;Project Success;85.0
Experience;3.0;Team Size;6.0;Project Success;75.0
Experience;7.0;Team Size;3.0;Project Success;90.0
Experience;5.0;Team Size;5.0;Project Success;85.0
Experience;4.0;Team Size;5.0;Project Success;80.0
Experience;6.0;Team Size;4.0;Project Success;78.0
Experience;6.0;Team Size;6.0;Project Success;82.0
Experience;4.0;Team Size;8.0;Project Success;70.0
Experience;3.0;Team Size;7.0;Project Success;70.0
Experience;5.0;Team Size;5.0;Project Success;78.0
Experience;8.0;Team Size;2.0;Project Success;92.0
Experience;6.0;Team Size;4.0;Project Success;88.0
Experience;5.0;Team Size;4.0;Project Success;84.0
Experience;7.0;Team Size;3.0;Project Success;87.0
Experience;4.0;Team Size;6.0;Project Success;76.0
Experience;6.0;Team Size;5.0;Project Success;74.0
Experience;6.0;Team Size;5.0;Project Success;86.0
Experience;4.0;Team Size;7.0;Project Success;75.0
Experience;7.0;Team Size;4.0;Project Success;89.0
Experience;5.0;Team Size;6.0;Project Success;80.0
Temperature;70.0;Humidity;60.0;Comfort Level;75.0
Temperature;65.0;Humidity;70.0;Comfort Level;70.0
Temperature;80.0;Humidity;50.0;Comfort Level;78.0
Temperature;75.0;Humidity;60.0;Comfort Level;72.0
Temperature;65.0;Humidity;75.0;Comfort Level;68.0
Temperature;70.0;Humidity;80.0;Comfort Level;65.0
Temperature;90.0;Humidity;40.0;Comfort Level;80.0
Temperature;85.0;Humidity;50.0;Comfort Level;75.0
Temperature;75.0;Humidity;65.0;Comfort Level;76.0
Temperature;70.0;Humidity;70.0;Comfort Level;73.0
Temperature;60.0;Humidity;80.0;Comfort Level;65.0
Temperature;65.0;Humidity;85.0;Comfort Level;62.0
Temperature;85.0;Humidity;55.0;Comfort Level;79.0
Temperature;80.0;Humidity;60.0;Comfort Level;74.0
Temperature;72.0;Humidity;70.0;Comfort Level;73.0
Temperature;68.0;Humidity;75.0;Comfort Level;70.0
Temperature;78.0;Humidity;60.0;Comfort Level;77.0
Temperature;74.0;Humidity;65.0;Comfort Level;74.0
Temperature;68.0;Humidity;75.0;Comfort Level;67.0
Temperature;72.0;Humidity;80.0;Comfort Level;64.0
Price;100.0;Weight;2.0;Value for Money;50.0
Price;120.0;Weight;1.5;Value for Money;40.0
Price;80.0;Weight;3.0;Value for Money;45.0
Price;90.0;Weight;2.5;Value for Money;42.0
Price;150.0;Weight;1.0;Value for Money;30.0
Price;130.0;Weight;1.2;Value for Money;35.0
Price;90.0;Weight;2.5;Value for Money;42.0
Price;100.0;Weight;2.0;Value for Money;40.0
Price;70.0;Weight;3.5;Value for Money;35.0
Price;85.0;Weight;3.0;Value for Money;32.0
Price;120.0;Weight;1.8;Value for Money;38.0
Price;110.0;Weight;2.0;Value for Money;37.0
Price;105.0;Weight;2.2;Value for Money;43.0
Price;95.0;Weight;2.4;Value for Money;41.0
Price;85.0;Weight;3.0;Value for Money;37.0
Price;75.0;Weight;3.5;Value for Money;38.0
Price;110.0;Weight;1.6;Value for Money;45.0
Price;100.0;Weight;1.8;Value for Money;43.0
Price;95.0;Weight;2.4;Value for Money;41.0
Price;85.0;Weight;2.6;Value for Money;40.0
Age;30.0;Exercise Frequency;5.0;Health Level;85.0
Age;40.0;Exercise Frequency;4.0;Health Level;80.0
Age;25.0;Exercise Frequency;6.0;Health Level;90.0
Age;35.0;Exercise Frequency;5.0;Health Level;85.0
Age;40.0;Exercise Frequency;3.0;Health Level;75.0
Age;50.0;Exercise Frequency;2.0;Health Level;70.0
Age;55.0;Exercise Frequency;2.0;Health Level;70.0
Age;65.0;Exercise Frequency;1.0;Health Level;65.0
Age;35.0;Exercise Frequency;4.0;Health Level;83.0
Age;45.0;Exercise Frequency;3.0;Health Level;78.0
Age;28.0;Exercise Frequency;7.0;Health Level;92.0
Age;38.0;Exercise Frequency;6.0;Health Level;88.0
Age;45.0;Exercise Frequency;2.0;Health Level;74.0
Age;55.0;Exercise Frequency;1.0;Health Level;70.0
Age;60.0;Exercise Frequency;1.0;Health Level;65.0
Age;70.0;Exercise Frequency;0.5;Health Level;60.0
Age;32.0;Exercise Frequency;5.0;Health Level;84.0
Age;42.0;Exercise Frequency;4.0;Health Level;80.0
Age;50.0;Exercise Frequency;3.0;Health Level;77.0
Age;60.0;Exercise Frequency;2.0;Health Level;72.0
Price;100.0;Size;5.0;Quality;80.0
Price;120.0;Size;6.0;Quality;75.0
Price;80.0;Size;4.0;Quality;85.0
Price;90.0;Size;5.0;Quality;82.0
