,participant,trial,task_id,feature1_name,feature2_name,target_name,feature1_value_F,feature2_value_F,feature1_value_J,feature2_value_J,target_value_F,target_value_J,answer
256,2,56,835,Effort,ability,successprobability,0.87,0.2,0.53,0.6,0.42,0.55,F
257,2,57,1145,Interestrate,inflation,economicgrowth,3.6,2.4,4.2,5.8,1.5,6.5,F
258,2,58,980,Diet,genetics,lifespan,47.0,83.0,66.0,61.0,77.0,80.0,F
259,2,59,2912,Interestrates,constructionstarts,housingprices,3.8,950.0,6.3,790.0,149.0,172.0,F
260,2,60,9,Empathy,agreeableness,relationshipsatisfaction,0.15,0.63,0.44,0.65,0.28,0.53,J
261,2,61,244,Classattendance,studyduration,examscore,0.41,2.33,0.29,3.44,74.12,69.63,F
262,2,62,5,Socialmediause,lonelinessscore,depressionscore,1.9,6.8,6.3,5.2,7.9,8.9,F
263,2,63,50,Patience,delayofgratification,goalperseverance,0.42,0.88,0.28,0.65,0.51,0.38,F
264,2,64,175,Dietquality,exerciseroutine,bloodpressure,0.42,0.29,0.18,0.13,140.0,148.0,F
265,2,65,57,Sensitivitytoreward,motivationlevel,goalachievement,0.51,0.77,0.47,0.36,0.67,0.34,F
266,2,66,135,Studyhours,leisuretime,examperformance,7.0,4.0,6.0,6.0,75.0,78.0,F
267,2,67,696,Compensation,workplaceculture,employeeretention,120000.0,6.0,50000.0,1.0,96.0,55.0,F
268,2,68,539,StudyTime,TeachingQuality,AcademicPerformance,3.4,2.8,9.6,6.2,64.7,76.8,F
269,2,69,94,Drawingtalent,arttraining,creativeproductions,0.77,0.85,0.65,0.91,1.12,1.09,F
270,2,70,80,Extraversion,socialactivity,communitybelonging,0.74,0.65,0.83,0.47,0.76,0.58,J
271,2,71,730,Policeaccountability,communityrelations,crimereporting,0.33,0.92,0.94,0.71,0.79,0.81,J
272,2,72,39,Morningness,sleepconsistency,dailyproductivity,0.79,0.83,0.76,0.87,0.77,0.93,F
273,2,73,494,AlcoholUse,ImpulseControl,LegalTroubleRisk,7.8,7.2,7.2,6.4,83.9,76.9,F
274,2,74,461,Training,Experience,Salary,18.0,10.0,13.0,26.0,70000.0,80000.0,F
275,2,75,376,Fatigue,stimulantuse,alertness,0.26,0.44,0.92,0.17,0.34,0.63,F
276,2,76,516,HealthCoverage,PreventativeCare,LifeExpectancy,0.79,0.72,0.44,0.49,76.74,72.12,F
277,2,77,504,PolicePresence,NeighborhoodIncome,CrimeRate,0.61,0.47,0.73,0.51,0.55,0.62,F
278,2,78,20,Curiosity,knowledgeseeking,wisdomscore,0.64,0.29,0.82,0.75,0.55,0.81,F
279,2,79,823,Nutrients,genetics,health,0.83,0.91,0.51,0.37,0.9,0.48,F
280,2,80,277,Companytenure,workperformance,jobsatisfaction,19.0,9.0,6.0,9.0,87.0,76.0,J
281,2,81,81,Openness,culturalengagement,worldviewexpansion,0.34,0.29,0.38,0.46,0.36,0.51,F
282,2,82,331,Skillbuilding,careerguidance,workforcereadiness,0.42,0.88,0.15,0.79,0.78,0.61,F
283,2,83,143,Inequality,socialtensions,politicalstability,0.92,0.87,0.48,0.53,0.96,0.57,F
284,2,84,3014,Commutedistance,trafficlevel,traveltime,11.2,3.8,3.6,8.2,27.6,18.3,F
285,2,85,491,StudyTechnique,GradeMotivation,FinalGrade,0.28,0.88,0.52,0.41,76.2,80.1,F
286,2,86,4,Commutetime,jobsatisfaction,productivity,5.0,100.0,55.0,60.0,82.0,57.0,F
287,2,87,68,esteemstability,identitycoherence,lifesatisfaction,0.9,0.35,0.84,0.91,0.73,0.93,J
288,2,88,259,Calorieintake,exercisetime,weightchange,1600.0,10.0,1400.0,5.0,0.1,0.2,F
289,2,89,1136,Price,convenience,customersatisfaction,25.0,38.0,72.0,26.0,72.0,87.0,F
290,2,90,465,SleepHours,StressLevel,HealthScore,7.8,2.3,5.8,6.2,79.0,74.0,F
291,2,91,286,Studententhusiasm,teachingquality,learningoutcomes,0.91,0.82,0.58,0.43,0.93,0.63,F
292,2,92,3165,Housingsupply,populationgrowth,homecosts,0.44,0.9,0.71,0.24,0.77,0.63,F
293,2,93,641,Diet,genetics,diseaserisk,0.57,0.75,0.77,0.43,0.72,0.63,J
294,2,94,295,Leadershipintegrity,citizenapproval,administrationsuccess,0.75,0.69,0.73,0.62,0.81,0.81,F
295,2,95,3077,Employeehappiness,salary,productivity,0.92,87312.0,0.65,53462.0,0.96,0.8,F
296,2,96,2,Studyhours,IQscore,examscore,7.0,118.0,17.0,133.0,83.0,97.0,J
297,2,97,462,Population,Resources,Happiness,34.0,83.0,65.0,85.0,54.0,76.0,F
298,2,98,6,Exerciseduration,dietquality,healthscore,85.0,24.0,44.0,29.0,78.0,58.0,F
299,2,99,91,Athleticism,strengthandfitness,sportsperformance,0.51,0.93,0.22,0.34,0.81,0.24,F
300,3,0,723,Urbangreenspace,pollutionlevels,publichealth,0.76,0.84,0.73,0.62,0.78,0.81,J
301,3,1,295,Leadershipintegrity,citizenapproval,administrationsuccess,0.49,0.41,0.71,0.62,0.53,0.77,J
302,3,2,3319,Diet,genetics,bodyweight,88.0,79.0,43.0,75.0,212.0,155.0,F
303,3,3,80,Extraversion,socialactivity,communitybelonging,0.91,0.28,0.63,0.52,0.52,0.64,F
304,3,4,257,Studytime,sleeptime,testscore,4.6,5.4,9.1,5.2,71.8,93.4,J
305,3,5,449,Medicationefficacy,therapyfrequency,recoverypace,0.32,0.91,0.61,0.54,0.51,0.57,J
306,3,6,739,lifebalancepolicies,productivity,employeewellbeing,67.8,62.5,54.2,83.1,66.9,71.6,F
307,3,7,1833,Exerciseamount,fitnesslevel,healthoutcomes,91.0,35.0,85.0,47.0,62.0,59.0,F
308,3,8,503,Exercise,DietQuality,WeightLoss,41.0,78.0,28.0,81.0,9.0,6.0,F
309,3,9,824,Effort,talent,achievement,0.56,0.22,0.93,0.55,0.34,0.82,J
310,3,10,291,Studentpreparedness,questionrelevance,examperformance,0.17,0.03,0.77,0.65,0.18,0.81,J
311,3,11,20,Curiosity,knowledgeseeking,wisdomscore,0.42,0.68,0.81,0.44,0.59,0.68,F
312,3,12,513,Alcohol,Impulsiveness,ViolenceRisk,66.0,55.0,84.0,6.0,94.0,71.0,J
313,3,13,559,Crimerate,policefunding,publicsafety,0.72,0.84,0.73,0.62,0.81,0.81,F
314,3,14,345,Workplacesafety,emergencypreparedness,injuryprevention,0.53,0.61,0.44,0.91,0.44,0.55,J
315,3,15,2863,Housesize,lotsize,houseprice,600.0,100.0,900.0,1500.0,140000.0,250000.0,J
316,3,16,685,Studyhabits,classengagement,grades,0.16,0.94,0.44,0.51,83.0,67.0,F
317,3,17,753,Sleepduration,caffeine,alertness,9.7,1.3,4.7,1.2,9.8,7.1,F
318,3,18,75,Curiosity,intellectualengagement,creativitylevel,0.18,0.47,0.21,0.74,0.27,0.43,J
319,3,19,15,Stresslevel,leisuretime,burnoutrisk,2.3,7.8,1.7,6.9,64.2,55.1,F
320,3,20,548,Hoursstudied,quizscores,examgrade,10.0,65.0,12.0,55.0,80.0,78.0,F
321,3,21,359,Practicetime,inherentaptitude,skilllevel,18.0,61.0,32.0,38.0,44.0,63.0,F
322,3,22,81,Openness,culturalengagement,worldviewexpansion,0.67,0.75,0.79,0.63,0.82,0.81,F
323,3,23,34,Socialparticipation,communitybelonging,civicengagement,0.32,0.85,0.51,0.38,0.63,0.22,F
324,3,24,1859,Diet,genetics,lifespan,0.83,0.44,0.74,0.77,67.73,75.15,J
325,3,25,1866,Foodintake,Exercise,Bodyweight,2100.0,100.0,2150.0,105.0,172.0,174.0,J
326,3,26,497,FinancialMeans,NutritionAccess,HealthOutcomes,17.0,32.0,22.0,20.0,56.0,71.0,F
327,3,27,301,Healtheducation,preventativecare,publichealthoutcomes,0.09,0.82,0.64,0.31,0.45,0.48,F
328,3,28,461,Training,Experience,Salary,25.0,12.0,15.0,18.0,95000.0,65000.0,F
329,3,29,1153,Inequality,socialcohesion,crimerate,0.62,0.53,0.03,0.14,0.58,0.09,F
330,3,30,480,GPA,InterviewPerformance,JobOfferOdds,3.3,0.4,2.2,0.3,0.48,0.25,F
331,3,31,687,Numberofsocialconnections,emotionalsupport,lifesatisfaction,1.3,2.7,9.6,5.1,1.9,6.4,J
332,3,32,859,StudyTime,Comprehension,ExamScore,5.0,7.0,2.0,6.0,82.0,69.0,F
333,3,33,143,Inequality,socialtensions,politicalstability,0.63,0.58,0.62,0.74,0.68,0.78,F
334,3,34,175,Dietquality,exerciseroutine,bloodpressure,0.72,0.66,0.23,0.17,124.0,145.0,F
335,3,35,730,Policeaccountability,communityrelations,crimereporting,0.29,0.76,0.62,0.53,0.67,0.56,J
336,3,36,502,TreatmentAdherence,SideEffects,RecoveryRate,0.68,0.59,0.73,0.62,0.66,0.81,J
337,3,37,1987,Creativity,skills,productivity,0.29,0.62,0.83,0.82,0.33,0.89,J
338,3,38,1278,Medicationeffectiveness,placeboeffect,treatmentoutcome,0.85,0.71,0.57,0.45,0.94,0.69,F
339,3,39,462,Population,Resources,Happiness,74.0,53.0,37.0,94.0,78.0,68.0,F
340,3,40,91,Athleticism,strengthandfitness,sportsperformance,0.22,0.34,0.89,0.75,0.24,0.85,J
341,3,41,14,esteem,socialsupport,confidencelevel,0.72,0.9,0.62,0.83,0.86,0.68,F
342,3,42,1050,Yearsexperience,educationlevel,salary,3.0,16.0,19.0,11.0,45000.0,115000.0,J
343,3,43,554,Practicetime,talent,musicskill,6.3,3.8,3.6,2.4,6.9,4.2,F
344,3,44,3165,Housingsupply,populationgrowth,homecosts,0.09,0.22,0.71,0.24,0.38,0.63,J
345,3,45,331,Skillbuilding,careerguidance,workforcereadiness,0.71,0.13,0.42,0.88,0.49,0.78,J
346,3,46,980,Diet,genetics,lifespan,44.0,91.0,42.0,75.0,78.0,71.0,F
347,3,47,279,Leadershipcompetence,teamcohesion,projectsuccess,0.85,0.71,0.71,0.63,0.88,0.76,F
348,3,48,141,Noiselevels,stresshormones,sleepquality,76.0,30.0,45.0,83.0,66.0,61.0,F
349,3,49,135,Studyhours,leisuretime,examperformance,2.0,9.0,3.0,5.0,51.0,63.0,J
350,3,50,146,Healthcareaccess,lifestylediseases,lifeexpectancy,0.62,0.85,0.63,0.58,75.0,74.0,F
351,3,51,491,StudyTechnique,GradeMotivation,FinalGrade,0.81,0.36,0.17,0.76,86.8,72.4,F
352,3,52,11,Jobprestige,educationlevel,lifesatisfaction,34.0,13.0,27.0,15.0,63.0,64.0,F
353,3,53,641,Diet,genetics,diseaserisk,0.77,0.43,0.44,0.91,0.63,0.81,J
354,3,54,3158,Stresslevel,copingmechanisms,lifesatisfaction,0.44,0.63,0.84,0.62,0.57,0.56,F
355,3,55,348,Medicalresearch,drugdevelopment,diseasecure,23.0,18.0,19.0,14.0,32.0,22.0,F
356,3,56,2,Studyhours,IQscore,examscore,4.0,125.0,6.0,115.0,71.0,78.0,F
357,3,57,113,Studytime,examdifficulty,testscore,4.2,2.1,3.2,3.4,69.0,72.0,F
358,3,58,2912,Interestrates,constructionstarts,housingprices,6.9,1000.0,3.8,950.0,178.0,149.0,F
359,3,59,267,Inflationrate,unemploymentrate,economicgrowth,8.1,5.9,5.2,3.7,1.1,2.3,J
360,3,60,498,SocialSupport,CopingSkills,DepressionRisk,5.9,4.2,2.9,5.8,0.64,0.79,F
361,3,61,88,Cognitiveflexibility,creativethinking,innovationpotential,0.82,0.76,0.55,0.92,0.89,0.84,J
362,3,62,931,NewsSource,MediaBias,VoterOpinion,0.92,0.47,0.91,0.13,0.78,0.83,F
363,3,63,690,Workhours,vacationtime,burnoutrisk,90.0,0.0,60.0,5.0,97.0,78.0,F
364,3,64,67,Attachmentsecurity,socialsupport,wellbeinglevel,0.87,0.09,0.32,0.91,0.36,0.54,J
365,3,65,55,Practicehours,tutorsupport,skilllevelattained,7.0,5.0,5.0,2.0,11.0,6.0,F
366,3,66,309,Urbangreening,pollutionreduction,livability,0.29,0.83,0.73,0.62,0.48,0.81,F
367,3,67,262,Practicetime,talentlevel,skilllevel,0.43,0.35,0.83,0.47,0.45,0.71,J
368,3,68,2775,Workerexperience,workereducation,productivity,12.0,18.0,8.0,16.0,68.0,47.0,F
369,3,69,517,RehabilitationTime,DietQuality,InjuryRecoveryRate,3.5,5.2,2.7,8.9,0.68,0.79,J
370,3,70,1118,Squarefootage,amenities,apartmentrentalprice,1300.0,4.0,2000.0,8.0,3200.0,4900.0,J
371,3,71,808,Skill,practice,mastery,0.81,0.24,0.29,0.72,0.61,0.45,F
372,3,72,9,Empathy,agreeableness,relationshipsatisfaction,0.85,0.76,0.83,0.86,0.73,0.79,J
373,3,73,2823,Doctoravailability,preventativecare,publichealthoutcomes,0.23,0.43,0.71,0.24,0.49,0.62,F
374,3,74,471,Fat,Sugar,RiskofDiabetes,42.0,17.0,13.0,31.0,37.0,29.0,F
375,3,75,3086,Medicationtype,dosage,therapeuticeffect,20.0,85.0,29.0,63.0,61.0,51.0,F
376,3,76,817,Riskfactors,prevention,disease,0.29,0.93,0.77,0.64,0.52,0.66,F
377,3,77,801,Teamwork,communication,productivity,0.73,0.81,0.02,0.87,0.62,0.36,F
378,3,78,242,Sleepduration,caffeineintake,alertness,8.1,2.6,8.3,3.1,8.9,9.2,F
379,3,79,534,DrugEfficacy,ComplianceRate,TreatmentOutcomeScore,0.73,0.61,0.87,0.12,0.84,0.55,F
380,3,80,3202,Commutemethod,routeflexibility,work,0.61,0.13,0.83,0.55,0.52,0.75,J
381,3,81,812,Conditions,adaptation,survival,0.85,0.62,0.94,0.87,0.79,0.89,J
382,3,82,87,Memorycapacity,knowledgeaccumulation,academicachievement,42.0,35.0,12.0,88.0,39.0,43.0,F
383,3,83,696,Compensation,workplaceculture,employeeretention,105000.0,7.0,110000.0,8.0,90.0,95.0,J
384,3,84,83,Tidiness,organizationskills,orderlinessrating,0.02,0.11,0.73,0.26,0.09,0.52,J
385,3,85,3324,Familyhistory,lifestyle,diseaserisk,0.18,0.76,0.38,0.72,0.33,0.36,F
386,3,86,10,Extraversion,socialnetworksize,happinessscore,38.0,81.0,73.0,82.0,80.0,98.0,J
387,3,87,343,Healthawareness,lifestylechanges,wellbeing,0.69,0.18,0.28,0.47,0.9,0.69,F
388,3,88,1847,Drugdose,individualvariation,treatmentefficacy,0.34,0.81,0.87,0.73,0.47,0.78,J
389,3,89,463,Strength,Flexibility,InjuryRisk,0.92,0.17,0.73,0.62,0.83,0.81,J
390,3,90,7,Noiselevel,memorycapacity,focusability,0.71,0.91,0.61,0.88,0.89,0.82,F
391,3,91,130,Healthcareaccess,lifestylediseases,lifeexpectancy,42.0,65.0,57.0,54.0,72.0,75.0,F
392,3,92,465,SleepHours,StressLevel,HealthScore,5.5,5.4,5.9,4.5,70.0,69.0,J
393,3,93,376,Fatigue,stimulantuse,alertness,0.92,0.17,0.74,0.15,0.63,0.48,J
394,3,94,3153,Employeeskills,trainingprograms,jobperformance,4.2,6.5,9.9,8.5,9.1,14.1,J
395,3,95,319,Productquality,brandtrust,customerloyalty,0.41,0.35,0.81,0.72,0.45,0.84,J
396,3,96,172,Healthcareaccess,preventativecare,hospitaladmissions,0.55,0.63,0.24,0.83,0.51,0.39,F
397,3,97,718,Healthcareaccess,lifestylefactors,lifeexpectancy,0.57,0.88,0.93,0.81,73.22,75.81,J
398,3,98,433,Classattendance,studyhabits,academicachievement,0.39,0.32,0.91,0.88,0.29,0.84,J
399,3,99,1161,Stresslevel,copingabilities,burnoutrisk,8.2,5.7,6.7,3.5,32.1,26.3,F
400,4,0,730,Policeaccountability,communityrelations,crimereporting,0.62,0.53,0.93,0.74,0.56,0.81,J
401,4,1,498,SocialSupport,CopingSkills,DepressionRisk,8.3,6.7,5.2,3.7,0.49,0.73,F
402,4,2,345,Workplacesafety,emergencypreparedness,injuryprevention,0.28,0.71,0.58,0.76,0.36,0.45,F
403,4,3,1050,Yearsexperience,educationlevel,salary,8.0,12.0,18.0,4.0,65000.0,110000.0,F
404,4,4,1058,Fatcontent,sugarcontent,caloriecount,0.69,0.55,0.83,0.37,243.0,221.0,F
405,4,5,313,Policetraining,communityrelations,publicsafety,0.37,0.71,0.75,0.15,0.61,0.39,F
406,4,6,91,Athleticism,strengthandfitness,sportsperformance,0.73,0.48,0.49,0.36,0.62,0.44,F
407,4,7,211,Population,resourcesavailable,qualityoflife,88.0,652.0,103.0,744.0,53.0,57.0,F
408,4,8,7,Noiselevel,memorycapacity,focusability,0.61,0.88,0.72,0.41,0.82,0.64,J
409,4,9,1100,Accuracyofpolls,undecidedvoters,electionoutcomeprobabilities,0.59,0.11,0.73,0.05,0.67,0.85,F
410,4,10,494,AlcoholUse,ImpulseControl,LegalTroubleRisk,9.1,4.3,3.2,6.7,71.6,51.8,F
411,4,11,309,Urbangreening,pollutionreduction,livability,0.26,0.54,0.51,0.38,0.33,0.58,F
412,4,12,1935,Exercisefrequency,Nutritionquality,Healthandwellbeing,0.58,0.42,0.64,0.81,0.72,0.81,J
413,4,13,504,PolicePresence,NeighborhoodIncome,CrimeRate,0.09,0.83,0.61,0.47,0.25,0.55,F
414,4,14,286,Studententhusiasm,teachingquality,learningoutcomes,0.91,0.82,0.56,0.63,0.93,0.67,F
415,4,15,484,TeacherExperience,StudentEnthusiasm,ExamImprovement,8.0,4.0,13.0,6.0,10.0,16.0,J
416,4,16,812,Conditions,adaptation,survival,0.12,0.67,0.93,0.42,0.29,0.86,J
417,4,17,100,Traveltime,traveldistance,transportationcost,29.0,15.0,35.0,27.0,117.0,203.0,F
418,4,18,138,Populationdensity,greenspaces,communitysatisfaction,1200.0,350.0,1000.0,400.0,58.0,56.0,J
419,4,19,534,DrugEfficacy,ComplianceRate,TreatmentOutcomeScore,0.38,0.72,0.92,0.43,0.65,0.71,F
420,4,20,687,Numberofsocialconnections,emotionalsupport,lifesatisfaction,6.4,2.9,7.7,8.5,4.2,9.2,J
421,4,21,9,Empathy,agreeableness,relationshipsatisfaction,0.13,0.58,0.15,0.63,0.22,0.28,F
422,4,22,59,Workingmemorycapacity,processingspeed,problemsolving,51.0,62.0,52.0,43.0,54.0,49.0,J
423,4,23,1767,Housesize,numberofrooms,homevalue,900.0,5.0,700.0,2.0,260000.0,180000.0,F
424,4,24,376,Fatigue,stimulantuse,alertness,0.55,0.72,0.58,0.21,0.66,0.39,J
425,4,25,487,ScreenTime,ExerciseFrequency,AttentionSpan,5.5,3.4,4.2,2.1,6.7,3.6,F
426,4,26,3118,Populationsize,landarea,housingdemand,8000.0,32.0,1200.0,5.0,5000.0,600.0,J
427,4,27,2904,Commutelength,flexibleschedule,worksatisfaction,17.0,2.0,10.0,8.0,3.9,7.2,J
428,4,28,807,Diet,exercise,fitnesslevel,38.0,43.0,28.0,19.0,58.0,35.0,F
429,4,29,130,Healthcareaccess,lifestylediseases,lifeexpectancy,55.0,50.0,50.0,41.0,74.0,73.0,F
430,4,30,186,Healthcareaccess,diseaseburden,lifeexpectancy,22.0,47.0,12.0,51.0,39.0,40.0,J
431,4,31,190,Housingsupply,populationgrowth,homeprices,0.26,0.18,0.77,0.18,0.44,0.88,J
432,4,32,40,Orderliness,organizationabilities,tidinessscore,0.72,0.65,0.63,0.44,0.75,0.61,F
433,4,33,3086,Medicationtype,dosage,therapeuticeffect,62.0,23.0,44.0,81.0,36.0,68.0,J
434,4,34,322,Healthcareaccess,preventionfocus,communitywellbeing,0.67,0.24,0.74,0.29,0.55,0.59,J
435,4,35,305,Drugefficacy,treatmentadherence,symptomimprovement,0.45,0.38,0.42,0.35,0.52,0.47,F
436,4,36,301,Healtheducation,preventativecare,publichealthoutcomes,0.34,0.81,0.81,0.57,0.29,0.69,J
437,4,37,2778,Fatcontent,calories,heartdiseaserisk,47.0,230.0,39.0,350.0,0.32,0.24,J
438,4,38,607,Stresslevel,dietquality,mentalwellbeing,8.9,5.6,8.7,3.2,63.7,38.9,F
439,4,39,1082,Effort,talent,success,0.41,0.63,0.19,0.95,0.61,0.76,F
440,4,40,1278,Medicationeffectiveness,placeboeffect,treatmentoutcome,0.51,0.39,0.53,0.4,0.63,0.65,J
441,4,41,61,Physicalendurance,perseverance,athleticachievement,65.0,53.0,57.0,91.0,76.0,86.0,J
442,4,42,808,Skill,practice,mastery,0.43,0.82,0.18,0.93,0.55,0.44,J
443,4,43,465,SleepHours,StressLevel,HealthScore,8.7,7.2,8.3,5.1,86.0,82.0,F
444,4,44,53,Peerpopularity,socialskills,leadershipcapacity,0.31,0.94,0.42,0.02,0.47,0.28,F
445,4,45,505,TimePerTopic,MemorizationAbility,ExamScore,0.32,0.94,0.89,0.12,82.0,51.0,J
446,4,46,82,Morningalertness,sleepconsistency,dailyproductivity,0.81,0.91,0.62,0.87,0.84,0.76,F
447,4,47,88,Cognitiveflexibility,creativethinking,innovationpotential,0.51,0.83,0.64,0.57,0.79,0.75,J
448,4,48,2775,Workerexperience,workereducation,productivity,7.0,13.0,6.0,14.0,41.0,39.0,J
449,4,49,244,Classattendance,studyduration,examscore,0.68,4.32,0.32,1.94,82.85,62.85,F
450,4,50,54,Readingamount,vocabularysize,verbalintelligence,11.0,24.0,9.0,16.0,25.0,31.0,F
451,4,51,1908,Stepsperday,Dietquality,Healthscore,8300.0,68.0,11000.0,47.0,85.0,68.0,F
452,4,52,3025,Inflation,unemployment,economicgrowth,6.2,3.4,5.7,6.3,3.7,1.9,F
453,4,53,1866,Foodintake,Exercise,Bodyweight,1750.0,80.0,1950.0,70.0,155.0,160.0,J
454,4,54,262,Practicetime,talentlevel,skilllevel,0.58,0.63,0.48,0.82,0.67,0.72,J
455,4,55,50,Patience,delayofgratification,goalperseverance,0.62,0.84,0.61,0.7,0.67,0.54,J
456,4,56,462,Population,Resources,Happiness,74.0,53.0,31.0,74.0,78.0,48.0,F
457,4,57,395,Studenteffort,teachingquality,learningoutcomes,0.18,0.76,0.45,0.76,0.54,0.69,J
458,4,58,135,Studyhours,leisuretime,examperformance,8.0,6.0,5.0,3.0,83.0,73.0,F
459,4,59,1150,Populationdensity,diseaserate,lifeexpectancy,1500.0,0.05,1000.0,0.06,72.0,66.0,J
460,4,60,343,Healthawareness,lifestylechanges,wellbeing,0.15,0.57,0.21,0.63,0.61,0.73,J
461,4,61,1888,Sleepduration,Coffeecups,Productivitylevel,9.1,2.0,6.3,1.0,73.0,58.0,F
462,4,62,12,Positiveaffect,resilience,wellbeingscore,0.69,0.62,0.82,0.92,0.57,0.8,J
463,4,63,739,lifebalancepolicies,productivity,employeewellbeing,58.6,81.2,35.2,52.1,73.3,46.7,F
464,4,64,69,Emotionalstability,distresstolerance,resiliencefactors,0.65,0.34,0.45,0.23,0.47,0.33,J
465,4,65,145,Teacherexperience,classsizes,graduationrates,11.3,19.4,16.5,24.9,83.2,92.4,J
466,4,66,183,Policeforcesize,responsetimes,publicsafety,53.0,9.0,18.0,13.0,45.0,29.0,F
467,4,67,554,Practicetime,talent,musicskill,5.1,2.3,7.8,6.5,4.6,10.3,F
468,4,68,1136,Price,convenience,customersatisfaction,34.0,51.0,57.0,32.0,76.0,67.0,F
469,4,69,1161,Stresslevel,copingabilities,burnoutrisk,9.1,6.4,1.5,3.2,38.9,9.8,F
470,4,70,681,Genetics,lifestylefactors,diseasepredisposition,0.74,0.19,0.94,0.75,0.41,0.89,J
471,4,71,274,Studydedication,academicsupport,studentgrowth,4.7,2.5,4.3,7.1,6.4,7.8,J
472,4,72,548,Hoursstudied,quizscores,examgrade,5.0,85.0,3.0,90.0,92.0,84.0,F
473,4,73,2863,Housesize,lotsize,houseprice,2100.0,1200.0,4000.0,1500.0,520000.0,860000.0,J
474,4,74,2912,Interestrates,constructionstarts,housingprices,7.6,1225.0,6.9,1000.0,212.0,178.0,F
475,4,75,270,Practicehours,instructorquality,musicskill,3.0,9.0,10.0,5.0,15.0,21.0,F
476,4,76,278,Commutedistance,flexibleschedule,work,5.3,6.7,1.5,9.6,45.6,25.4,J
477,4,77,14,esteem,socialsupport,confidencelevel,0.86,0.66,0.62,0.83,0.8,0.68,F
478,4,78,517,RehabilitationTime,DietQuality,InjuryRecoveryRate,3.1,2.6,8.5,9.1,0.59,0.92,F
479,4,79,6,Exerciseduration,dietquality,healthscore,71.0,64.0,20.0,12.0,86.0,26.0,F
480,4,80,15,Stresslevel,leisuretime,burnoutrisk,5.6,1.8,2.9,9.4,71.7,57.3,F
481,4,81,3014,Commutedistance,trafficlevel,traveltime,4.1,2.9,12.7,4.3,11.7,32.1,F
482,4,82,84,Socialawareness,tactfulness,popularitylevel,0.73,0.62,0.64,0.55,0.81,0.68,F
483,4,83,18,Optimism,purpose,meaninginlife,0.53,0.41,0.63,0.74,0.39,0.75,J
484,4,84,193,Pollutioncontrols,airquality,publichealth,83.0,28.0,39.0,87.0,49.0,71.0,J
485,4,85,331,Skillbuilding,careerguidance,workforcereadiness,0.68,0.72,0.71,0.13,0.87,0.49,F
486,4,86,1904,Wages,Experience,Joboffer,32000.0,13.0,38000.0,16.0,57000.0,63000.0,F
487,4,87,449,Medicationefficacy,therapyfrequency,recoverypace,0.52,0.43,0.16,0.71,0.49,0.35,F
488,4,88,143,Inequality,socialtensions,politicalstability,0.68,0.56,0.44,0.79,0.73,0.69,F
489,4,89,824,Effort,talent,achievement,0.15,0.82,0.53,0.29,0.61,0.36,J
490,4,90,348,Medicalresearch,drugdevelopment,diseasecure,26.0,20.0,32.0,24.0,30.0,38.0,J
491,4,91,257,Studytime,sleeptime,testscore,8.5,7.9,5.3,8.7,90.1,78.9,F
492,4,92,1987,Creativity,skills,productivity,0.83,0.82,0.41,0.37,0.89,0.44,F
493,4,93,1833,Exerciseamount,fitnesslevel,healthoutcomes,32.0,89.0,67.0,51.0,54.0,52.0,J
494,4,94,3153,Employeeskills,trainingprograms,jobperformance,6.7,5.4,5.6,3.8,9.2,7.2,F
495,4,95,3320,Votingpercentage,campaignspending,electionresult,0.44,0.67,0.62,0.41,0.53,0.57,F
496,4,96,27,Agreeableness,cooperationtendency,collaborationquality,0.83,0.75,0.82,0.74,0.76,0.81,F
497,4,97,255,Traveldistance,traveltime,tripcost,14.0,10.0,16.0,13.0,31.0,35.0,F
498,4,98,81,Openness,culturalengagement,worldviewexpansion,0.49,0.53,0.83,0.62,0.59,0.73,J
499,4,99,2763,Housesize,houselocation,houseprice,2000.0,150.0,1300.0,100.0,475000.0,355000.0,F
500,5,0,1058,Fatcontent,sugarcontent,caloriecount,0.92,0.88,0.47,0.52,401.0,176.0,J
501,5,1,80,Extraversion,socialactivity,communitybelonging,0.74,0.65,0.15,0.34,0.76,0.21,J
502,5,2,544,HealthcareAccess,LifestyleFactors,LifeExpectancy,0.73,0.26,0.51,0.06,68.2,65.9,J
503,5,3,68,esteemstability,identitycoherence,lifesatisfaction,0.52,0.87,0.9,0.35,0.76,0.73,F
504,5,4,2823,Doctoravailability,preventativecare,publichealthoutcomes,0.83,0.94,0.92,0.11,0.95,0.61,F
505,5,5,175,Dietquality,exerciseroutine,bloodpressure,0.32,0.47,0.68,0.54,135.0,127.0,F
506,5,6,305,Drugefficacy,treatmentadherence,symptomimprovement,0.61,0.54,0.85,0.78,0.67,0.87,F
507,5,7,858,SugarIntake,Metabolism,WeightGain,35.0,83.0,16.0,71.0,64.0,40.0,F
508,5,8,361,Age,education,income,32.0,12.0,35.0,20.0,45000.0,93000.0,F
509,5,9,729,Housingaffordability,incomeinequality,homelessness,0.62,0.51,0.55,0.61,24.1,27.3,F
510,5,10,90,Physicalattractiveness,datingsuccess,matevalue,4.1,7.5,7.9,6.2,8.4,10.0,J
511,5,11,1118,Squarefootage,amenities,apartmentrentalprice,1500.0,10.0,1600.0,2.0,3800.0,3800.0,J
512,5,12,497,FinancialMeans,NutritionAccess,HealthOutcomes,34.0,26.0,12.0,41.0,86.0,66.0,J
